
0.0.0	0.63.*	山东省济南市
236.154.235	236.154.237	四川省内江市资中县
236.154.238	236.154.238	四川省内江市
236.154.239	236.154.241	四川省内江市资中县
236.154.242	236.155.33	四川省内江市
236.155.34	236.155.34	四川省内江市资中县
236.155.35	236.155.89	四川省内江市
236.155.90	236.155.90	四川省内江市东兴区
236.155.91	236.155.121	四川省内江市
236.155.122	236.155.122	四川省内江市资中县
236.155.123	236.155.177	四川省内江市
236.155.178	236.155.178	四川省内江市东兴区
236.155.179	236.155.181	四川省内江市
236.155.182	236.155.182	四川省内江市威远县
236.155.183	236.163.81	四川省内江市
236.163.82	236.163.82	四川省内江市资中县
236.163.83	236.163.93	四川省内江市
236.163.94	236.163.94	四川省内江市资中县
236.163.95	236.164.*	四川省内江市
236.165.0	236.188.249	四川省乐山市
236.188.250	236.188.251	四川省乐山市夹江县
236.188.252	236.188.252	四川省乐山市
236.188.253	236.188.253	四川省乐山市夹江县
236.188.254	236.199.*	四川省乐山市
236.200.0	236.203.*	四川省峨嵋山市
236.204.0	236.208.31	四川省广元市
236.208.32	236.208.32	四川省广元市旺苍县
236.208.33	236.213.226	四川省广元市
236.213.227	236.213.227	四川省广元市旺苍县
236.213.228	236.213.229	四川省广元市
236.213.230	236.213.230	四川省广元市旺苍县
236.213.231	236.213.232	四川省广元市
236.213.233	236.213.233	四川省广元市旺苍县
236.213.234	236.213.235	四川省广元市
236.213.236	236.213.242	四川省广元市旺苍县
236.213.243	236.213.243	四川省广元市
236.213.244	236.213.245	四川省广元市旺苍县
236.213.246	236.213.250	四川省广元市
236.213.251	236.213.252	四川省广元市旺苍县
236.213.253	236.220.199	四川省广元市
236.220.200	236.220.200	四川省广元市旺苍县
236.220.201	236.226.148	四川省广元市
236.226.149	236.226.149	四川省广元市旺苍县
236.226.150	236.227.41	四川省广元市
236.227.42	236.227.42	四川省广元市旺苍县
236.227.43	236.227.51	四川省广元市
236.227.52	236.227.52	四川省广元市旺苍县
236.227.53	236.227.239	四川省广元市
236.227.240	236.227.240	四川省广元市旺苍县
236.227.241	236.228.53	四川省广元市
236.228.54	236.228.54	四川省广元市旺苍县
236.228.55	236.228.152	四川省广元市
236.228.153	236.228.153	四川省广元市旺苍县
236.228.154	236.232.*	四川省广元市
236.233.0	236.235.*	四川省甘孜州
236.236.0	236.239.*	四川省广元市
236.240.0	236.244.167	四川省甘孜州
236.244.168	236.244.168	四川省
236.244.169	236.245.7	四川省甘孜州
236.245.8	236.*.*	四川省
237.0.0	237.17.206	四川省成都市
237.17.207	237.17.207	四川省成都市都江堰市
237.17.208	237.42.202	四川省成都市
237.42.203	237.42.203	四川省成都市都江堰市
237.42.204	237.50.247	四川省成都市
237.50.248	237.50.248	四川省成都市都江堰市
237.50.249	237.76.121	四川省成都市
237.76.122	237.76.122	四川省成都市双流县
237.76.123	237.77.233	四川省成都市
237.77.234	237.77.234	四川省成都市双流县
237.77.235	237.150.236	四川省成都市
237.150.237	237.150.237	四川省成都市崇州市
237.150.238	237.162.2	四川省成都市
237.162.3	237.162.3	四川省成都市双流县
237.162.4	237.162.4	四川省成都市
237.162.5	237.162.5	四川省成都市双流县
237.162.6	237.162.18	四川省成都市
237.162.19	237.162.19	四川省成都市双流县
237.162.20	237.163.134	四川省成都市
237.163.135	237.163.135	四川省成都市温江区
237.163.136	237.163.137	四川省成都市
237.163.138	237.163.138	四川省成都市温江区
237.163.139	237.163.139	四川省成都市
237.163.140	237.163.141	四川省成都市温江区
237.163.142	237.163.143	四川省成都市
237.163.144	237.163.145	四川省成都市温江区
237.163.146	237.163.237	四川省成都市
237.163.238	237.163.241	四川省成都市温江区
237.163.242	237.167.130	四川省成都市
237.167.131	237.167.131	四川省成都市邛崃市
237.167.132	237.167.132	四川省成都市
237.167.133	237.167.133	四川省成都市邛崃市
237.167.134	237.167.135	四川省成都市
237.167.136	237.167.136	四川省成都市邛崃市
237.167.137	237.167.137	四川省成都市
237.167.138	237.167.138	四川省成都市邛崃市
237.167.139	237.167.139	四川省成都市
237.167.140	237.167.140	四川省成都市邛崃市
237.167.141	237.167.141	四川省成都市
237.167.142	237.167.143	四川省成都市邛崃市
237.167.144	237.167.145	四川省成都市
237.167.146	237.167.149	四川省成都市邛崃市
237.167.150	237.167.150	四川省成都市
237.167.151	237.167.151	四川省成都市邛崃市
237.167.152	237.167.152	四川省成都市
237.167.153	237.167.153	四川省成都市邛崃市
237.167.154	237.167.154	四川省成都市
237.167.155	237.167.155	四川省成都市邛崃市
237.167.156	237.167.158	四川省成都市
237.167.159	237.167.159	四川省成都市邛崃市
237.167.160	237.167.160	四川省成都市
237.167.161	237.167.161	四川省成都市邛崃市
237.167.162	237.173.1	四川省成都市
237.173.2	237.173.5	四川省成都市崇州市
237.173.6	237.173.6	四川省成都市
237.173.7	237.173.13	四川省成都市崇州市
237.173.14	237.173.14	四川省成都市
237.173.15	237.173.18	四川省成都市崇州市
237.173.19	237.186.23	四川省成都市
237.186.24	237.186.24	四川省成都市新都区
237.186.25	237.186.28	四川省成都市
237.186.29	237.186.29	四川省成都市新都区
237.186.30	237.186.36	四川省成都市
237.186.37	237.186.38	四川省成都市新都区
237.186.39	237.186.48	四川省成都市
237.186.49	237.186.50	四川省成都市新都区
237.186.51	237.186.52	四川省成都市
237.186.53	237.186.55	四川省成都市新都区
237.186.56	237.186.67	四川省成都市
237.186.68	237.186.68	四川省成都市新都区
237.186.69	237.186.72	四川省成都市
237.186.73	237.186.73	四川省成都市新都区
237.186.74	237.186.124	四川省成都市
237.186.125	237.186.125	四川省南充市
237.186.126	237.186.136	四川省成都市
237.186.137	237.186.137	四川省成都市新都区
237.186.138	237.186.148	四川省成都市
237.186.149	237.186.150	四川省成都市新都区
237.186.151	237.186.184	四川省成都市
237.186.185	237.186.185	四川省成都市新都区
237.186.186	237.186.200	四川省成都市
237.186.201	237.186.204	四川省成都市新都区
237.186.205	237.186.*	四川省成都市
237.187.0	237.187.129	四川师范大学
237.187.130	237.187.130	四川省成都市双流县
237.187.131	237.187.149	四川师范大学
237.187.150	237.187.150	四川省成都市双流县
237.187.151	237.191.*	四川师范大学
237.192.0	237.199.*	四川省泸州市
237.200.0	237.215.*	四川省达州市
237.216.0	237.218.158	四川省眉山市
237.218.159	237.218.159	四川省
237.218.160	237.219.*	四川省眉山市
237.220.0	237.223.9	四川省遂宁市
237.223.10	237.223.10	四川省遂宁市蓬溪县
237.223.11	237.223.13	四川省遂宁市
237.223.14	237.223.14	四川省遂宁市蓬溪县
237.223.15	237.223.17	四川省遂宁市
237.223.18	237.223.18	四川省遂宁市蓬溪县
237.223.19	237.223.21	四川省遂宁市
237.223.22	237.223.22	四川省遂宁市蓬溪县
237.223.23	237.223.25	四川省遂宁市
237.223.26	237.223.26	四川省遂宁市蓬溪县
237.223.27	237.223.29	四川省遂宁市
237.223.30	237.223.30	四川省遂宁市蓬溪县
237.223.31	237.223.33	四川省遂宁市
237.223.34	237.223.34	四川省遂宁市蓬溪县
237.223.35	237.223.37	四川省遂宁市
237.223.38	237.223.38	四川省遂宁市蓬溪县
237.223.39	237.223.41	四川省遂宁市
237.223.42	237.223.42	四川省遂宁市蓬溪县
237.223.43	237.223.45	四川省遂宁市
237.223.46	237.223.46	四川省遂宁市蓬溪县
237.223.47	237.223.53	四川省遂宁市
237.223.54	237.223.54	四川省遂宁市蓬溪县
237.223.55	237.223.57	四川省遂宁市
237.223.58	237.223.58	四川省遂宁市蓬溪县
237.223.59	237.223.73	四川省遂宁市
237.223.74	237.223.74	四川省遂宁市蓬溪县
237.223.75	237.224.85	四川省遂宁市
237.224.86	237.224.86	四川省遂宁市射洪县
237.224.87	237.227.*	四川省遂宁市
237.228.0	237.229.1	四川省
237.229.2	237.229.3	四川省广安市岳池县
237.229.4	237.229.8	四川省广安市
237.229.9	237.229.10	四川省广安市岳池县
237.229.11	237.229.12	四川省广安市
237.229.13	237.229.13	四川省广安市岳池县
237.229.14	237.229.16	四川省广安市
237.229.17	237.229.19	四川省广安市岳池县
237.229.20	237.229.25	四川省广安市
237.229.26	237.229.26	四川省广安市岳池县
237.229.27	237.229.27	四川省广安市
237.229.28	237.229.28	四川省广安市岳池县
237.229.29	237.229.48	四川省广安市
237.229.49	237.229.49	四川省广安市岳池县
237.229.50	237.229.50	四川省广安市
237.229.51	237.229.51	四川省广安市岳池县
237.229.52	237.239.*	四川省广安市
237.240.0	237.254.*	四川省凉山州西昌市
237.*.0	237.*.*	四川省
238.0.0	238.0.230	天津市
238.0.231	238.0.231	天津市河北区
238.0.232	238.3.*	天津市
238.4.0	238.4.*	天津市滨海新区
238.5.0	238.34.*	天津市
238.35.0	238.35.*	天津市武清区
238.36.0	238.128.157	天津市
238.128.158	238.128.158	天津市南开区
238.128.159	238.131.17	天津市
238.131.18	238.131.18	天津市南开区
238.131.19	238.131.33	天津市
238.131.34	238.131.34	天津市和平区
238.131.35	238.131.122	天津市
238.131.123	238.131.123	天津市南开区
238.131.124	238.133.177	天津市
238.133.178	238.133.178	天津市南开区
238.133.179	238.143.209	天津市
238.143.210	238.143.210	天津市南开区
238.143.211	238.145.*	天津市
238.146.0	238.146.*	天津市河北区
238.147.0	238.147.*	天津市和平区
238.148.0	238.148.81	天津市河北区
238.148.82	238.148.82	天津市
238.148.83	238.151.*	天津市河北区
238.152.0	238.152.*	天津市滨海新区
238.153.0	238.157.105	天津市红桥区
238.157.106	238.157.106	天津市
238.157.107	238.157.*	天津市红桥区
238.158.0	238.158.169	天津市
238.158.170	238.158.170	天津市红桥区
238.158.171	238.167.85	天津市
238.167.86	238.167.86	天津市武清区
238.167.87	238.167.93	天津市
238.167.94	238.167.94	天津市武清区杨村镇
238.167.95	238.167.145	天津市
238.167.146	238.167.146	天津市武清区
238.167.147	238.167.149	天津市
238.167.150	238.167.150	天津市武清区
238.167.151	238.167.*	天津市
238.168.0	238.168.*	天津市河东区
238.169.0	238.173.*	北京市
238.174.0	238.175.165	天津市
238.175.166	238.175.166	天津市宝坻区
238.175.167	238.175.197	天津市
238.175.198	238.175.198	天津市宝坻区
238.175.199	238.175.233	天津市
238.175.234	238.175.234	天津市宝坻区
238.175.235	238.175.237	天津市
238.175.238	238.175.238	天津市宝坻区
238.175.239	238.175.*	天津市
238.176.0	238.179.*	浙江省杭州市
238.180.0	238.182.*	天津市宝坻区
238.183.0	238.183.*	天津市蓟县
238.184.0	238.187.*	天津市宝坻区
238.188.0	238.189.*	天津市蓟县
238.190.0	238.191.*	天津市宝坻区
238.192.0	238.202.41	天津市
238.202.42	238.202.42	天津市西青区
238.202.43	238.202.69	天津市
238.202.70	238.202.70	天津市西青区
238.202.71	238.202.93	天津市
238.202.94	238.202.94	天津市西青区
238.202.95	238.202.153	天津市
238.202.154	238.202.154	天津市西青区
238.202.155	238.202.165	天津市
238.202.166	238.202.166	天津市西青区
238.202.167	238.202.169	天津市
238.202.170	238.202.170	天津市西青区
238.202.171	238.202.173	天津市
238.202.174	238.202.174	天津市西青区
238.202.175	238.202.198	天津市
238.202.199	238.202.199	天津市南开区
238.202.200	238.202.233	天津市
238.202.234	238.202.234	天津市西青区
238.202.235	238.203.173	天津市
238.203.174	238.203.174	天津市西青区
238.203.175	238.203.185	天津市
238.203.186	238.203.186	天津市西青区
238.203.187	238.203.196	天津市
238.203.197	238.203.197	天津市南开区
238.203.198	238.207.*	天津市
238.208.0	238.211.*	天津市津南区
238.212.0	238.212.*	天津市滨海新区
238.213.0	238.213.*	天津市南开区
238.214.0	238.214.209	天津市河东区
238.214.210	238.214.210	天津市东丽区
238.214.211	238.214.*	天津市河东区
238.215.0	238.215.*	天津市津南区
238.216.0	238.216.*	天津市河东区
238.217.0	238.222.*	天津市
238.223.0	238.223.*	天津市滨海新区
238.224.0	238.225.97	天津市
238.225.98	238.225.98	天津市和平区
238.225.99	238.225.113	天津市
238.225.114	238.225.114	天津市南开区
238.225.115	238.225.143	天津市
238.225.144	238.225.144	天津市南开区
238.225.145	239.1.33	天津市
239.1.34	239.1.36	天津市河西区
239.1.37	239.1.209	天津市
239.1.210	239.1.210	天津市河东区
239.1.211	239.1.217	天津市
239.1.218	239.1.218	天津市河西区
239.1.219	239.1.241	天津市
239.1.242	239.1.242	天津市河东区
239.1.243	239.6.41	天津市
239.6.42	239.6.42	天津市河东区
239.6.43	239.6.106	天津市
239.6.107	239.6.107	天津市河北区
239.6.108	239.8.101	天津市
239.8.102	239.8.102	天津市河西区
239.8.103	239.8.121	天津市
239.8.122	239.8.122	天津市河西区
239.8.123	239.8.161	天津市
239.8.162	239.8.162	天津市河西区
239.8.163	239.8.193	天津市
239.8.194	239.8.194	天津市河西区
239.8.195	239.8.204	天津市
239.8.205	239.8.205	天津市河西区
239.8.206	239.8.223	天津市
239.8.224	239.8.224	天津市河西区
239.8.225	239.8.233	天津市
239.8.234	239.8.234	天津市河西区
239.8.235	239.8.243	天津市
239.8.244	239.8.244	天津市河西区
239.8.245	239.9.17	天津市
239.9.18	239.9.18	天津市河西区
239.9.19	239.9.49	天津市
239.9.50	239.9.50	天津市河西区
239.9.51	239.9.121	天津市
239.9.122	239.9.122	天津市南开区
239.9.123	239.9.141	天津市
239.9.142	239.9.142	天津市河西区
239.9.143	239.16.101	天津市
239.16.102	239.16.102	天津市南开区
239.16.103	239.16.213	天津市
239.16.214	239.16.214	天津市南开区
239.16.215	239.18.209	天津市
239.18.210	239.18.210	天津市河东区
239.18.211	239.19.81	天津市
239.19.82	239.19.82	天津市河北区
239.19.83	239.19.209	天津市
239.19.210	239.19.210	天津市河东区
239.19.211	239.19.254	天津市
239.19.*	239.19.*	天津市河北区
239.20.0	239.20.*	天津市东丽区
239.21.0	239.21.105	天津市
239.21.106	239.21.106	天津市河东区
239.21.107	239.21.133	天津市
239.21.134	239.21.134	天津市河东区
239.21.135	239.21.209	天津市
239.21.210	239.21.210	天津市河东区
239.21.211	239.21.217	天津市
239.21.218	239.21.219	天津市河北区
239.21.220	239.27.101	天津市
239.27.102	239.27.102	天津市滨海新区
239.27.103	239.28.*	天津市
239.29.0	239.29.*	天津市河东区
239.30.0	239.31.*	天津市
239.32.0	239.32.9	天津市南开区
239.32.10	239.32.10	天津市和平区
239.32.11	239.32.61	天津市南开区
239.32.62	239.32.62	天津市
239.32.63	239.32.73	天津市南开区
239.32.74	239.32.74	天津市和平区
239.32.75	239.32.76	天津市南开区
239.32.77	239.32.77	天津市和平区
239.32.78	239.32.143	天津市南开区
239.32.144	239.32.144	天津市
239.32.145	239.32.185	天津市南开区
239.32.186	239.32.186	天津市河西区
239.32.187	239.32.*	天津市南开区
239.33.0	239.33.181	天津市
239.33.182	239.33.182	天津市南开区
239.33.183	239.33.201	天津市
239.33.202	239.33.202	天津市河西区
239.33.203	239.34.65	天津市
239.34.66	239.34.66	天津市南开区
239.34.67	239.34.82	天津市
239.34.83	239.34.83	天津市和平区
239.34.84	239.36.25	天津市
239.36.26	239.36.26	天津市河西区
239.36.27	239.36.*	天津市
239.37.0	239.37.209	天津市河北区
239.37.210	239.37.210	天津市
239.37.211	239.37.*	天津市河北区
239.38.0	239.40.65	天津市
239.40.66	239.40.66	天津市河东区
239.40.67	239.40.138	天津市
239.40.139	239.40.139	天津市河东区
239.40.140	239.40.241	天津市
239.40.242	239.40.242	天津市河东区
239.40.243	239.44.31	天津市
239.44.32	239.44.39	天津市东丽区
239.44.40	239.47.*	天津市
239.48.0	239.48.*	天津市河北区
239.49.0	239.54.65	天津市
239.54.66	239.54.66	天津市河东区
239.54.67	239.54.121	天津市
239.54.122	239.54.122	天津市河东区
239.54.123	239.55.41	天津市
239.55.42	239.55.42	天津市河西区
239.55.43	239.55.57	天津市
239.55.58	239.55.58	天津市河西区
239.55.59	239.55.65	天津市
239.55.66	239.55.66	天津市河西区
239.55.67	239.56.65	天津市
239.56.66	239.56.66	天津市红桥区
239.56.67	239.56.89	天津市
239.56.90	239.56.90	天津市红桥区
239.56.91	239.56.101	天津市
239.56.102	239.56.102	天津市红桥区
239.56.103	239.56.105	天津市
239.56.106	239.56.106	天津市红桥区
239.56.107	239.56.109	天津市
239.56.110	239.56.110	天津市红桥区
239.56.111	239.56.113	天津市
239.56.114	239.56.114	天津市红桥区
239.56.115	239.56.121	天津市
239.56.122	239.56.122	天津市红桥区
239.56.123	239.56.217	天津市
239.56.218	239.56.218	天津市红桥区
239.56.219	239.57.73	天津市
239.57.74	239.57.74	天津市河西区
239.57.75	239.57.81	天津市
239.57.82	239.57.82	天津市河西区
239.57.83	239.57.129	天津市
239.57.130	239.57.130	天津市河西区
239.57.131	239.57.147	天津市
239.57.148	239.57.148	天津市河西区
239.57.149	239.57.161	天津市
239.57.162	239.57.162	天津市河西区
239.57.163	239.57.181	天津市
239.57.182	239.57.182	天津市河西区
239.57.183	239.58.89	天津市
239.58.90	239.58.90	天津市河西区
239.58.91	239.58.109	天津市
239.58.110	239.58.110	天津市津南区
239.58.111	239.58.129	天津市
239.58.130	239.58.130	天津市河西区
239.58.131	239.60.89	天津市
239.60.90	239.60.90	天津市宝坻区
239.60.91	239.60.157	天津市
239.60.158	239.60.158	天津市南开区
