0.0.0.0	0.0.0.0	4l
175.158.192.0	175.158.*.*	菲律宾
175.159.0.0	175.159.*.*	香港
175.160.0.0	175.167.*.*	辽宁省
175.168.0.0	175.168.*.*	辽宁省沈阳市
175.169.0.0	175.170.*.*	辽宁省
175.171.0.0	175.171.*.*	辽宁省大连市
175.172.0.0	175.175.*.*	辽宁省
175.176.0.0	175.176.127.*	菲律宾
175.176.128.0	175.176.143.*	韩国
175.176.144.0	175.176.151.*	汤加
175.176.152.0	175.176.159.*	日本
175.176.160.0	175.176.167.*	印度尼西亚
175.176.168.0	175.176.175.*	新加坡
175.176.176.0	175.176.191.*	香港
175.176.192.0	175.176.195.*	印度
175.176.196.0	175.176.199.*	日本
175.176.200.0	175.176.215.*	澳大利亚
175.176.216.0	175.176.219.*	新西兰
175.176.220.0	175.176.223.*	泰国
175.176.224.0	175.176.*.*	香港
175.177.0.0	175.177.*.*	日本
175.178.0.0	175.178.*.*	福建省厦门市
175.179.0.0	175.179.*.*	日本
175.180.0.0	175.183.*.*	台湾省
175.184.0.0	175.184.127.*	日本
175.184.128.0	175.184.191.*	青海省
175.184.192.0	175.184.223.*	澳大利亚
175.184.224.0	175.184.239.*	印度尼西亚
175.184.240.0	175.184.247.*	台湾省
175.184.248.0	175.184.251.*	印度尼西亚
175.184.252.0	175.184.*.*	印度
175.185.0.0	175.185.15.*	华东理工大学
175.185.16.0	175.187.*.*	上海市
175.188.0.0	175.189.127.*	中国
175.189.128.0	175.189.*.*	湖北省武汉市
175.190.0.0	175.190.171.*	中国
175.190.172.0	175.190.208.*	山东省青岛市
175.190.209.0	175.190.*.*	中国
175.191.0.0	175.191.63.*	广东省深圳市
175.191.64.0	175.191.*.*	中国
175.192.0.0	175.*.*.*	韩国
176.0.0.0	176.*.*.*	欧洲和中东地区
177.0.0.0	177.31.*.*	巴西
177.32.0.0	177.*.*.*	拉美地区
179.0.0.0	179.*.*.*	IANA
180.0.0.0	180.63.*.*	日本
180.64.0.0	180.71.*.*	韩国
180.72.0.0	180.75.*.*	马来西亚
180.76.0.0	180.79.*.*	北京市
180.80.0.0	180.83.*.*	韩国
180.84.0.0	180.84.47.*	四川省成都市
180.84.48.0	180.84.127.*	中国
180.84.128.0	180.84.159.*	云南省昆明市
180.84.160.0	180.84.191.*	中国
180.84.192.0	180.84.215.*	重庆市
180.84.216.0	180.84.*.*	中国
180.85.0.0	180.85.127.*	四川省成都市
180.85.128.0	180.85.*.*	重庆市
180.86.0.0	180.86.*.*	北京市
180.87.0.0	180.87.191.*	亚太地区
180.87.192.0	180.87.*.*	印度
180.88.0.0	180.89.*.*	中国
180.90.0.0	180.90.127.*	湖北省武汉市
180.90.128.0	180.91.166.*	中国
180.91.167.0	180.91.167.*	广东省深圳市福田区
180.91.168.0	180.91.*.*	中国
180.92.0.0	180.92.15.*	台湾省
180.92.16.0	180.92.63.*	日本
180.92.64.0	180.92.127.*	韩国
180.92.128.0	180.92.159.*	巴基斯坦
180.92.160.0	180.92.175.*	印度
180.92.176.0	180.92.179.*	澳大利亚
180.92.180.0	180.92.183.*	亚太地区
180.92.184.0	180.92.191.*	新加坡
180.92.192.0	180.92.199.*	澳大利亚
180.92.200.0	180.92.207.*	印度
180.92.208.0	180.92.211.*	澳大利亚
180.92.212.0	180.92.215.*	亚太地区
180.92.216.0	180.92.223.*	澳大利亚
180.92.224.0	180.92.239.*	孟加拉
180.92.240.0	180.92.*.*	韩国
180.93.0.0	180.93.*.*	越南
180.94.0.0	180.94.31.*	菲律宾
180.94.32.0	180.94.35.*	亚太地区
180.94.36.0	180.94.39.*	菲律宾
180.94.40.0	180.94.47.*	日本
180.94.48.0	180.94.55.*	亚太地区
180.94.56.0	180.94.63.*	中国
180.94.64.0	180.94.95.*	阿富汗
180.94.96.0	180.94.111.*	中国
180.94.112.0	180.94.119.*	澳大利亚
180.94.120.0	180.94.127.*	蒙古
180.94.128.0	180.94.191.*	澳门
180.94.192.0	180.94.215.*	日本
180.94.216.0	180.94.219.*	新加坡
180.94.220.0	180.94.223.*	澳大利亚
180.94.224.0	180.94.231.*	香港
180.94.232.0	180.94.239.*	澳大利亚
180.94.240.0	180.94.*.*	日本
180.95.0.0	180.95.127.*	澳大利亚
180.95.128.0	180.95.*.*	甘肃省
180.96.0.0	180.98.165.*	江苏省苏州市
180.98.166.0	180.98.166.*	江苏省
180.98.167.0	180.98.179.*	江苏省苏州市
180.98.180.0	180.98.180.*	江苏省无锡市
180.98.181.0	180.99.101.*	江苏省苏州市
180.99.102.0	180.99.102.*	江苏省连云港市
180.99.103.0	180.106.80.*	江苏省苏州市
180.106.81.0	180.106.81.*	江苏省盐城市
180.106.82.0	180.106.127.*	江苏省苏州市
180.106.128.0	180.106.*.*	江苏省
180.107.0.0	180.107.*.*	江苏省苏州市
180.108.0.0	180.108.*.*	江苏省
180.109.0.0	180.111.*.*	江苏省南京市
180.112.0.0	180.113.*.*	江苏省无锡市
180.114.0.0	180.115.55.*	江苏省
180.115.56.0	180.115.56.*	江苏省常州市
180.115.57.0	180.117.*.*	江苏省
180.118.0.0	180.118.*.*	江苏省镇江市
180.119.0.0	180.119.*.*	江苏省扬州市
180.120.0.0	180.120.*.*	江苏省南通市
180.121.0.0	180.121.206.*	江苏省泰州市
180.121.207.0	180.121.207.*	江苏省南通市
180.121.208.0	180.122.*.*	江苏省泰州市
180.123.0.0	180.124.*.*	江苏省徐州市
180.125.0.0	180.125.*.*	江苏省淮安市
180.126.0.0	180.126.*.*	江苏省盐城市
180.127.0.0	180.127.169.*	江苏省
180.127.170.0	180.127.170.*	江苏省连云港市
180.127.171.0	180.127.*.*	江苏省
180.128.0.0	180.128.*.*	泰国
180.129.0.0	180.129.127.*	新加坡
180.129.128.0	180.129.179.*	云南省
180.129.180.0	180.129.200.*	云南省玉溪市
180.129.201.0	180.130.124.*	云南省
180.130.125.0	180.130.147.*	云南省玉溪市
180.130.148.0	180.130.156.*	云南省开远市
180.130.157.0	180.130.*.*	云南省
180.131.0.0	180.131.63.*	韩国
180.131.64.0	180.131.127.*	日本
180.131.128.0	180.131.135.*	澳大利亚
180.131.136.0	180.131.143.*	亚太地区
180.131.144.0	180.131.147.*	印度尼西亚
180.131.148.0	180.131.151.*	老挝
180.131.152.0	180.131.159.*	日本
180.131.160.0	180.131.191.*	香港
180.131.192.0	180.131.*.*	日本
180.132.0.0	180.135.*.*	韩国
180.136.0.0	180.136.127.*	广西桂林市
180.136.128.0	180.136.*.*	广西南宁市
180.137.0.0	180.137.46.*	广西玉林市
180.137.47.0	180.137.47.*	广西崇左市
180.137.48.0	180.137.63.*	广西玉林市
180.137.64.0	180.137.82.*	广西北海市
180.137.83.0	180.137.83.*	广西柳州市
180.137.84.0	180.137.130.*	广西北海市
180.137.131.0	180.137.131.*	广西百色市
180.137.132.0	180.137.191.*	广西北海市
180.137.192.0	180.137.*.*	广西钦州市
180.138.0.0	180.138.127.*	广西南宁市
180.138.128.0	180.138.156.*	广西
180.138.157.0	180.138.157.*	广西玉林市
180.138.158.0	180.139.2.*	广西
180.139.3.0	180.139.3.*	广西玉林市
180.139.4.0	180.139.127.*	广西
180.139.128.0	180.139.135.*	广西南宁市
180.139.136.0	180.139.*.*	广西
180.140.0.0	180.140.*.*	广西桂林市
180.141.0.0	180.141.*.*	广西北海市
180.142.0.0	180.143.*.*	中国
180.144.0.0	180.147.*.*	日本
180.148.0.0	180.148.7.*	越南
180.148.8.0	180.148.11.*	澳大利亚
180.148.12.0	180.148.15.*	北京市
180.148.16.0	180.148.23.*	新西兰
180.148.24.0	180.148.27.*	澳大利亚
180.148.28.0	180.148.31.*	亚太地区
180.148.32.0	180.148.63.*	印度
180.148.64.0	180.148.95.*	澳大利亚
180.148.96.0	180.148.127.*	亚太地区
180.148.128.0	180.148.143.*	越南
180.148.144.0	180.148.151.*	日本
180.148.152.0	180.148.159.*	亚太地区
180.148.160.0	180.148.175.*	日本
180.148.176.0	180.148.179.*	澳大利亚
180.148.180.0	180.148.183.*	亚太地区
180.148.184.0	180.148.207.*	日本
180.148.208.0	180.148.215.*	孟加拉
180.148.216.0	180.148.223.*	亚太地区
180.148.224.0	180.148.*.*	中国
180.149.0.0	180.149.31.*	孟加拉
180.149.32.0	180.149.63.*	印度
180.149.64.0	180.149.127.*	蒙古
180.149.128.0	180.149.159.*	北京市
180.149.160.0	180.149.191.*	日本
180.149.192.0	180.149.195.*	澳大利亚
180.149.196.0	180.149.199.*	亚太地区
180.149.200.0	180.149.200.*	日本
180.149.201.0	180.149.201.*	澳大利亚
180.149.202.0	180.149.203.*	亚太地区
180.149.204.0	180.149.207.*	日本
180.149.208.0	180.149.223.*	巴基斯坦
180.149.224.0	180.149.239.*	亚太地区
180.149.240.0	180.149.247.*	印度
180.149.248.0	180.149.251.*	澳大利亚
180.149.252.0	180.149.*.*	香港特别行政区
180.150.0.0	180.150.127.*	澳大利亚
180.150.128.0	180.150.159.*	香港
180.150.160.0	180.150.191.*	中国
180.150.192.0	180.150.231.*	韩国
180.150.232.0	180.150.239.*	印度尼西亚
180.150.240.0	180.150.243.*	印度
180.150.244.0	180.150.247.*	印度尼西亚
180.150.248.0	180.150.251.*	印度
180.150.252.0	180.150.*.*	巴布亚新几内亚
180.151.0.0	180.151.*.*	印度
180.152.0.0	180.152.5.*	上海市
180.152.6.0	180.152.6.*	上海市南汇区
180.152.7.0	180.152.28.*	上海市
180.152.29.0	180.152.29.*	上海市南汇区
180.152.30.0	180.171.207.*	上海市
180.171.208.0	180.171.208.*	上海市闸北区
180.171.209.0	180.171.215.*	上海市
180.171.216.0	180.171.216.*	上海市闸北区
180.171.217.0	180.171.218.*	上海市
180.171.219.0	180.171.219.*	上海市闸北区
180.171.220.0	180.174.14.*	上海市
180.174.15.0	180.174.15.*	上海市嘉定区
180.174.16.0	180.174.48.*	上海市
180.174.49.0	180.174.60.*	上海市松江区
180.174.61.0	180.174.95.*	上海市
180.174.96.0	180.174.96.*	上海市奉贤区
180.174.97.0	180.175.*.*	上海市
180.176.0.0	180.177.*.*	台湾省
180.178.0.0	180.178.31.*	印度
180.178.32.0	180.178.63.*	香港
180.178.64.0	180.178.67.*	澳大利亚
180.178.68.0	180.178.71.*	亚太地区
180.178.72.0	180.178.79.*	新加坡
180.178.80.0	180.178.91.*	日本
180.178.92.0	180.178.111.*	印度尼西亚
180.178.112.0	180.178.119.*	香港
180.178.120.0	180.178.123.*	澳大利亚
180.178.124.0	180.178.127.*	亚太地区
180.178.128.0	180.178.191.*	巴基斯坦
180.178.192.0	180.178.*.*	福建省厦门市
180.179.0.0	180.179.*.*	印度
180.180.0.0	180.180.*.*	泰国
180.181.0.0	180.181.*.*	澳大利亚
180.182.0.0	180.182.*.*	韩国
180.183.0.0	180.183.*.*	泰国
180.184.0.0	180.187.*.*	北京市
180.188.0.0	180.188.11.*	福建省
180.188.12.0	180.188.14.*	福建省厦门市
180.188.15.0	180.188.69.*	福建省
180.188.70.0	180.188.70.*	福建省泉州市
180.188.71.0	180.188.127.*	福建省
180.188.128.0	180.188.203.*	香港
180.188.204.0	180.188.207.*	澳大利亚
180.188.208.0	180.188.223.*	日本
180.188.224.0	180.188.*.*	印度
180.189.0.0	180.189.63.*	日本
180.189.64.0	180.189.127.*	韩国
180.189.128.0	180.189.135.*	日本
180.189.136.0	180.189.139.*	澳大利亚
180.189.140.0	180.189.143.*	亚太地区
180.189.144.0	180.189.147.*	澳大利亚
180.189.148.0	180.189.148.*	福建省龙岩市
180.189.149.0	180.189.151.*	福建省
180.189.152.0	180.189.159.*	澳大利亚
180.189.160.0	180.189.175.*	东帝汶
180.189.176.0	180.189.191.*	韩国
180.189.192.0	180.189.223.*	新西兰
180.189.224.0	180.189.*.*	亚太地区
180.190.0.0	180.195.*.*	菲律宾
180.196.0.0	180.200.127.*	日本
180.200.128.0	180.200.223.*	澳大利亚
180.200.224.0	180.200.231.*	日本
180.200.232.0	180.200.235.*	马来西亚
180.200.236.0	180.200.239.*	孟加拉
180.200.240.0	180.200.243.*	印度
180.200.244.0	180.200.247.*	澳大利亚
180.200.248.0	180.200.251.*	日本
180.200.252.0	180.200.*.*	广东省深圳市
180.201.0.0	180.201.15.*	中国
180.201.16.0	180.201.19.*	山东省济南市
180.201.20.0	180.201.*.*	中国
180.202.0.0	180.203.*.*	北京市
180.204.0.0	180.207.*.*	台湾省
180.208.0.0	180.208.31.*	江苏省扬州市
180.208.32.0	180.209.*.*	中国
180.210.0.0	180.210.127.*	韩国
180.210.128.0	180.210.191.*	亚太地区
180.210.192.0	180.210.199.*	韩国
180.210.200.0	180.210.207.*	新加坡
180.210.208.0	180.210.211.*	新西兰
180.210.212.0	180.210.215.*	亚太地区
180.210.216.0	180.210.219.*	泰国
180.210.220.0	180.210.223.*	孟加拉
180.210.224.0	180.210.*.*	北京市
180.211.0.0	180.211.63.*	韩国
180.211.64.0	180.211.71.*	印度
180.211.72.0	180.211.79.*	日本
180.211.80.0	180.211.83.*	印度
180.211.84.0	180.211.87.*	日本
180.211.88.0	180.211.95.*	印度尼西亚
180.211.96.0	180.211.127.*	印度
180.211.128.0	180.211.*.*	孟加拉
180.212.0.0	180.213.*.*	天津市
180.214.0.0	180.214.63.*	日本
180.214.64.0	180.214.95.*	澳大利亚
180.214.96.0	180.214.127.*	亚太地区
180.214.128.0	180.214.159.*	印度
180.214.160.0	180.214.167.*	香港
180.214.168.0	180.214.175.*	澳大利亚
180.214.176.0	180.214.191.*	台湾省
180.214.192.0	180.214.223.*	泰国
180.214.224.0	180.214.231.*	日本
180.214.232.0	180.214.235.*	印度尼西亚
180.214.236.0	180.214.239.*	越南
180.214.240.0	180.214.*.*	印度尼西亚
180.215.0.0	180.215.*.*	印度
180.216.0.0	180.216.*.*	澳大利亚
180.217.0.0	180.218.*.*	台湾省
180.219.0.0	180.219.*.*	香港
180.220.0.0	180.221.*.*	日本
180.222.0.0	180.222.31.*	澳大利亚
180.222.32.0	180.222.63.*	亚太地区
180.222.64.0	180.222.71.*	新西兰
180.222.72.0	180.222.95.*	日本
180.222.96.0	180.222.119.*	印度
180.222.120.0	180.222.127.*	亚太地区
180.222.128.0	180.222.135.*	新加坡
180.222.136.0	180.222.143.*	阿富汗
180.222.144.0	180.222.159.*	泰国
180.222.160.0	180.222.175.*	澳大利亚
180.222.176.0	180.222.191.*	亚太地区
180.222.192.0	180.222.195.*	澳大利亚
180.222.196.0	180.222.199.*	亚太地区
180.222.200.0	180.222.203.*	香港
180.222.204.0	180.222.207.*	台湾省
180.222.208.0	180.222.211.*	瓦努阿图
180.222.212.0	180.222.215.*	亚太地区
180.222.216.0	180.222.219.*	印度尼西亚
180.222.220.0	180.222.223.*	韩国
180.222.224.0	180.222.*.*	四川省南充市
180.223.0.0	180.223.*.*	辽宁省沈阳市
180.224.0.0	180.231.*.*	韩国
180.232.0.0	180.232.*.*	菲律宾
180.233.0.0	180.233.95.*	福建省厦门市
180.233.96.0	180.233.111.*	日本
180.233.112.0	180.233.119.*	亚太地区
180.233.120.0	180.233.123.*	印度
180.233.124.0	180.233.127.*	亚太地区
180.233.128.0	180.233.131.*	澳大利亚
180.233.132.0	180.233.143.*	日本
180.233.144.0	180.233.151.*	马来西亚
180.233.152.0	180.233.159.*	印度尼西亚
180.233.160.0	180.233.191.*	香港
180.233.192.0	180.233.*.*	韩国
180.234.0.0	180.234.*.*	孟加拉
180.235.0.0	180.235.63.*	日本
180.235.64.0	180.235.95.*	上海市
180.235.96.0	180.235.103.*	日本
180.235.104.0	180.235.107.*	澳大利亚
180.235.108.0	180.235.127.*	亚太地区
180.235.128.0	180.235.131.*	澳大利亚
180.235.132.0	180.235.135.*	香港
180.235.136.0	180.235.139.*	亚太地区
180.235.140.0	180.235.147.*	日本
180.235.148.0	180.235.151.*	印度尼西亚
180.235.152.0	180.235.155.*	新加坡
180.235.156.0	180.235.159.*	亚太地区
180.235.160.0	180.235.191.*	蒙古
180.235.192.0	180.235.223.*	澳大利亚
180.235.224.0	180.235.*.*	亚太地区
180.236.0.0	180.239.*.*	韩国
180.240.0.0	180.254.*.*	印度尼西亚
180.*.0.0	180.*.*.*	亚太地区
181.0.0.0	181.*.*.*	拉美地区
182.0.0.0	182.15.*.*	印度尼西亚
182.16.0.0	182.16.127.*	香港
182.16.128.0	182.16.139.*	菲律宾
182.16.140.0	182.16.143.*	新加坡
182.16.144.0	182.16.151.*	孟加拉
182.16.152.0	182.16.155.*	新西兰
182.16.156.0	182.16.159.*	孟加拉
182.16.160.0	182.16.191.*	印度尼西亚
182.16.192.0	182.16.223.*	上海市
182.16.224.0	182.16.231.*	日本
182.16.232.0	182.16.235.*	新加坡
182.16.236.0	182.16.239.*	日本
182.16.240.0	182.16.*.*	印度尼西亚
182.17.0.0	182.17.*.*	泰国
182.18.0.0	182.18.127.*	北京市
182.18.128.0	182.18.191.*	印度
182.18.192.0	182.18.*.*	菲律宾
182.19.0.0	182.19.127.*	印度
182.19.128.0	182.19.*.*	亚太地区
182.20.0.0	182.22.*.*	日本
182.23.0.0	182.23.127.*	印度尼西亚
182.23.128.0	182.23.143.*	印度
182.23.144.0	182.23.159.*	新加坡
182.23.160.0	182.23.175.*	印度尼西亚
182.23.176.0	182.23.183.*	新西兰
182.23.184.0	182.23.191.*	亚太地区
182.23.192.0	182.23.199.*	澳大利亚
182.23.200.0	182.23.207.*	亚太地区
182.23.208.0	182.23.211.*	日本
182.23.212.0	182.23.215.*	澳大利亚
182.23.216.0	182.23.*.*	日本
182.24.0.0	182.30.*.*	印度尼西亚
182.31.0.0	182.31.*.*	亚太地区
182.32.0.0	182.32.*.*	山东省青岛市
182.33.0.0	182.33.127.*	山东省济宁市
182.33.128.0	182.33.*.*	山东省潍坊市
182.34.0.0	182.34.*.*	山东省
182.35.0.0	182.35.*.*	山东省泰安市
182.36.0.0	182.36.127.*	山东省菏泽市
182.36.128.0	182.36.140.*	山东省东营市
182.36.141.0	182.36.*.*	山东省
182.37.0.0	182.37.*.*	山东省临沂市
182.38.0.0	182.38.*.*	山东省
182.39.0.0	182.39.*.*	山东省枣庄市
182.40.0.0	182.47.*.*	山东省
182.48.0.0	182.48.63.*	日本
182.48.64.0	182.48.95.*	孟加拉
182.48.96.0	182.48.127.*	北京市
182.48.128.0	182.48.159.*	新西兰
182.48.160.0	182.48.191.*	亚太地区
182.48.192.0	182.48.*.*	印度
182.49.0.0	182.49.*.*	浙江省温州市
182.50.0.0	182.50.15.*	北京市
182.50.16.0	182.50.63.*	韩国
182.50.64.0	182.50.67.*	尼泊尔
182.50.68.0	182.50.71.*	孟加拉
182.50.72.0	182.50.75.*	萨摩亚
182.50.76.0	182.50.79.*	亚太地区
182.50.80.0	182.50.95.*	泰国
182.50.96.0	182.50.111.*	日本
182.50.112.0	182.50.127.*	北京市
182.50.128.0	182.50.159.*	新加坡
182.50.160.0	182.50.163.*	新西兰
182.50.164.0	182.50.167.*	亚太地区
182.50.168.0	182.50.171.*	萨摩亚
182.50.172.0	182.50.191.*	亚太地区
182.50.192.0	182.50.239.*	日本
182.50.240.0	182.50.*.*	印度尼西亚
182.51.0.0	182.51.*.*	河北省
182.52.0.0	182.53.*.*	泰国
182.54.0.0	182.54.127.*	宁夏
182.54.128.0	182.54.159.*	菲律宾
182.54.160.0	182.54.175.*	新西兰
182.54.176.0	182.54.191.*	亚太地区
182.54.192.0	182.54.223.*	马来西亚
182.54.224.0	182.54.227.*	澳大利亚
182.54.228.0	182.54.231.*	亚太地区
182.54.232.0	182.54.239.*	澳大利亚
182.54.240.0	182.54.243.*	日本
182.54.244.0	182.54.247.*	香港
182.54.248.0	182.54.*.*	日本
182.55.0.0	182.55.*.*	新加坡
182.56.0.0	182.60.*.*	印度
182.61.0.0	182.61.*.*	北京市
182.62.0.0	182.63.*.*	马来西亚
182.64.0.0	182.79.*.*	印度
182.80.0.0	182.83.*.*	陕西省
182.84.0.0	182.87.*.*	江西省
182.88.0.0	182.88.*.*	广西南宁市
182.89.0.0	182.89.*.*	广西柳州市
182.90.0.0	182.90.*.*	广西梧州市
182.91.0.0	182.91.*.*	广西桂林市
182.92.0.0	182.92.*.*	浙江省杭州市
182.93.0.0	182.93.63.*	澳门
182.93.64.0	182.93.95.*	尼泊尔
182.93.96.0	182.93.127.*	日本
182.93.128.0	182.93.*.*	泰国
182.94.0.0	182.95.*.*	印度
182.96.0.0	182.111.*.*	江西省
182.112.0.0	182.112.31.*	河南省开封市
182.112.32.0	182.112.143.*	河南省焦作市
182.112.144.0	182.112.144.*	河南省周口市
182.112.145.0	182.112.161.*	河南省焦作市
182.112.162.0	182.112.162.*	河南省周口市
182.112.163.0	182.112.191.*	河南省焦作市
182.112.192.0	182.112.*.*	河南省周口市
182.113.0.0	182.113.202.*	河南省漯河市
182.113.203.0	182.113.203.*	河南省商丘市
182.113.204.0	182.113.*.*	河南省漯河市
182.114.0.0	182.114.130.*	河南省三门峡市
182.114.131.0	182.114.142.*	河南省平顶山市
182.114.143.0	182.114.194.*	河南省三门峡市
182.114.195.0	182.114.*.*	河南省南阳市
182.115.0.0	182.118.*.*	河南省
182.119.0.0	182.119.*.*	河南省郑州市
182.120.0.0	182.120.45.*	河南省焦作市
182.120.46.0	182.120.46.*	河南省开封市
182.120.47.0	182.120.133.*	河南省焦作市
182.120.134.0	182.120.134.*	河南省洛阳市
182.120.135.0	182.120.152.*	河南省焦作市
182.120.153.0	182.120.157.*	河南省周口市
182.120.158.0	182.120.194.*	河南省焦作市
182.120.195.0	182.120.195.*	河南省漯河市
182.120.196.0	182.120.*.*	河南省焦作市
182.121.0.0	182.121.*.*	河南省洛阳市
182.122.0.0	182.122.*.*	河南省平顶山市
182.123.0.0	182.123.*.*	河南省
182.124.0.0	182.124.*.*	河南省安阳市
182.125.0.0	182.127.*.*	中国
182.128.0.0	182.128.*.*	山西省运城市
182.129.0.0	182.129.130.*	四川省
182.129.131.0	182.129.131.*	四川省泸州市
182.129.132.0	182.129.191.*	四川省
182.129.192.0	182.129.*.*	四川省遂宁市
182.130.0.0	182.130.72.*	四川省
182.130.73.0	182.130.74.*	四川省自贡市
182.130.75.0	182.130.*.*	四川省
182.131.0.0	182.131.252.*	四川省成都市
182.131.253.0	182.131.253.*	四川省德阳市
182.131.254.0	182.131.*.*	四川省成都市
182.132.0.0	182.132.193.*	四川省
182.132.194.0	182.132.198.*	四川省眉山市
182.132.199.0	182.134.216.*	四川省
182.134.217.0	182.134.217.*	四川省乐山市
182.134.218.0	182.149.10.*	四川省
182.149.11.0	182.151.*.*	四川省成都市
182.152.0.0	182.153.*.*	香港
182.154.0.0	182.154.*.*	新西兰
182.155.0.0	182.155.*.*	亚太地区
182.156.0.0	182.156.*.*	印度
182.157.0.0	182.157.*.*	福建省
182.158.0.0	182.159.*.*	日本
182.160.0.0	182.160.63.*	蒙古
182.160.64.0	182.160.95.*	北京市
182.160.96.0	182.160.127.*	孟加拉
182.160.128.0	182.160.191.*	澳大利亚
182.160.192.0	182.160.*.*	亚太地区
182.161.0.0	182.161.31.*	斯里兰卡
182.161.32.0	182.161.63.*	马来西亚
182.161.64.0	182.161.71.*	日本
182.161.72.0	182.161.75.*	新加坡
182.161.76.0	182.161.79.*	日本
182.161.80.0	182.161.95.*	越南
182.161.96.0	182.162.*.*	韩国
182.163.0.0	182.163.95.*	日本
182.163.96.0	182.163.127.*	孟加拉
182.163.128.0	182.163.*.*	韩国
182.164.0.0	182.171.*.*	日本
182.172.0.0	182.172.*.*	韩国
182.173.0.0	182.173.63.*	台湾省
182.173.64.0	182.173.67.*	印度
182.173.68.0	182.173.71.*	台湾省
182.173.72.0	182.173.75.*	马来西亚
182.173.76.0	182.173.79.*	香港
182.173.80.0	182.173.127.*	韩国
182.173.128.0	182.173.159.*	日本
182.173.160.0	182.173.191.*	韩国
182.173.192.0	182.173.*.*	关岛
182.174.0.0	182.175.*.*	北京市
182.176.0.0	182.191.*.*	巴基斯坦
182.192.0.0	182.199.*.*	韩国
182.200.0.0	182.207.*.*	辽宁省
182.208.0.0	182.231.*.*	韩国
182.232.0.0	182.232.*.*	泰国
182.233.0.0	182.235.*.*	台湾省
182.236.0.0	182.236.111.*	日本
182.236.112.0	182.236.115.*	越南
182.236.116.0	182.236.119.*	澳大利亚
182.236.120.0	182.236.127.*	新西兰
182.236.128.0	182.236.*.*	河南郑州市
182.237.0.0	182.237.3.*	香港特别行政区
182.237.4.0	182.237.7.*	澳大利亚
182.237.8.0	182.237.19.*	印度
182.237.20.0	182.237.23.*	越南
182.237.24.0	182.237.27.*	印度
182.237.28.0	182.237.31.*	菲律宾
182.237.32.0	182.237.127.*	韩国
182.237.128.0	182.237.191.*	印度
182.237.192.0	182.237.*.*	韩国
182.238.0.0	182.238.*.*	天津市
182.239.0.0	182.239.31.*	河北省秦皇岛市
182.239.32.0	182.239.39.*	菲律宾
182.239.40.0	182.239.43.*	马来西亚
182.239.44.0	182.239.47.*	台湾省
182.239.48.0	182.239.127.*	香港特别行政区
